Ticker;SimFinId;Currency;Fiscal Year;Fiscal Period;Report Date;Publish Date;Restated Date;Shares (Basic);Shares (Diluted);Revenue;Provision for Loan Losses;Net Revenue after Provisions;Total Non-Interest Expense;Operating Income (Loss);Non-Operating Income (Loss);Pretax Income (Loss);Income Tax (Expense) Benefit, Net;Income (Loss) from Continuing Operations;Net Extraordinary Gains (Losses);Net Income;Net Income (Common)
LOB;6767799;USD;2021;FY;2021-12-31;2022-02-24;2024-02-22;43169935;45071304;456985000;-15210000;441775000;-230987000;210788000;;210788000;-43793000;166995000;;166995000;166995000
LOB;6767799;USD;2022;FY;2022-12-31;2023-02-23;2025-03-18;43862291;44906310;565493000;-40943000;524550000;-314226000;210324000;;210324000;-34116000;176208000;;176208000;176208000
LOB;6767799;USD;2023;FY;2023-12-31;2024-02-22;2026-02-27;44353708;45094879;449305000;-51323000;397982000;-315152000;82830000;;82830000;-8932000;73898000;;73898000;73898000
LOB;6767799;USD;2024;FY;2024-12-31;2025-03-18;2026-02-27;45009567;45820321;488557000;-96212000;392345000;-303110000;89235000;;89235000;-11818000;77417000;;77474000;77474000
MBCN;9075874;USD;2020;FY;2020-12-31;2021-03-12;2022-03-15;6379323;6379323;49378000;-9840000;39538000;-29960000;9578000;;9750000;-1401000;8349000;;8349000;8349000
MBCN;9075874;USD;2021;FY;2021-12-31;2022-03-15;2023-03-15;6186666;6211076;55389000;-700000;54689000;-31991000;22698000;;22698000;-4065000;18633000;;18633000;18633000
MBCN;9075874;USD;2022;FY;2022-12-31;2023-03-15;2024-03-28;6373282;6373282;56923000;;56923000;-35648000;21275000;;18893000;-3220000;15673000;;15673000;15673000
MBCN;9075874;USD;2023;FY;2023-12-31;2024-03-28;2025-03-13;8103230;8126013;71894000;-3002000;68892000;-47664000;21228000;;20755000;-3387000;17368000;;17368000;17368000
MBCN;9075874;USD;2024;FY;2024-12-31;2025-03-13;2025-03-13;8075300;8086098;67893000;-2008000;65885000;-47541000;18344000;;18344000;-2825000;15519000;;15519000;15519000
MBIN;6767775;USD;2020;FY;2020-12-31;2021-03-05;2023-03-16;64670612;64750670;351619000;-11838000;339781000;-96424000;243357000;;243357000;-62824000;180533000;;180533000;166060000
MBIN;6767775;USD;2021;FY;2021-12-31;2022-03-04;2024-03-12;43172078;43325303;435327000;-5012000;430315000;-125385000;304930000;;304930000;-77826000;227104000;;227104000;206231000
MBIN;6767775;USD;2022;FY;2022-12-31;2023-03-16;2025-02-28;43164477;43316904;444487000;-17295000;427192000;-136050000;291142000;;219721000;;219721000;;219721000;193738000
MBIN;6767775;USD;2023;FY;2023-12-31;2024-03-12;2026-02-27;43224042;43345799;562739000;-40231000;522508000;-174601000;347907000;;279234000;;279234000;;279234000;244564000
MBIN;6767775;USD;2024;FY;2024-12-31;2025-02-28;2026-02-27;44855100;45004786;670732000;-24278000;646454000;-223812000;422642000;;320386000;;320386000;;320386000;283654000
MBWM;815912;USD;2020;FY;2020-12-31;2021-03-05;2023-03-03;16268689;16269319;167418000;-14050000;153368000;-98520000;54848000;;54848000;-10710000;44138000;;44138000;44138000
MBWM;815912;USD;2021;FY;2021-12-31;2022-03-04;2024-03-01;15696204;15696451;180282000;4300000;184582000;-106846000;77736000;;73716000;-14695000;59021000;;59021000;59021000
MBWM;815912;USD;2022;FY;2022-12-31;2023-03-03;2025-03-03;15696204;15696451;190321000;-6550000;183771000;-106467000;77304000;;75790000;-14727000;61063000;;61063000;61063000
MBWM;815912;USD;2023;FY;2023-12-31;2024-03-01;2026-02-27;16015678;16015678;225688000;-7700000;217988000;-114623000;103365000;;102699000;-20482000;82217000;;82217000;82217000
MBWM;815912;USD;2024;FY;2024-12-31;2025-03-03;2026-02-27;16130696;16130696;231475000;-7400000;224075000;-124081000;99994000;;98286000;-18693000;79593000;;79593000;79593000
MCB;9075824;USD;2020;FY;2020-12-31;2021-03-08;2023-02-28;8221429;8398444;141924000;-9488000;132436000;-74518000;57918000;;57918000;-18452000;39466000;;39466000;39466000
MCBC;745864;USD;2020;FY;2020-12-31;2021-02-18;2022-02-17;34120275;34120275;85513000;-3000000;82513000;-45725000;36788000;;36788000;-6623000;30165000;;30165000;30165000
MCBC;745864;USD;2021;FY;2021-12-31;2022-02-17;2023-02-16;34229664;34229664;79764000;2050000;81814000;-46090000;35724000;;35724000;-6710000;29014000;;29014000;29014000
MCBC;745864;USD;2022;FY;2022-12-31;2023-02-16;2024-02-15;34229664;34229664;90165000;1125000;91290000;-48226000;43064000;;43064000;-8333000;34731000;;34731000;34731000
MCBC;745864;USD;2023;FY;2023-12-31;2024-02-15;2024-02-15;34301650;34301650;105888000;-550000;105338000;-51591000;53747000;;53747000;-10523000;43224000;;43224000;43224000
MCBS;10656490;USD;2020;FY;2020-12-31;2021-03-15;2023-03-10;25629577;25798549;93331000;-3467000;89864000;-41100000;48764000;;48764000;-12370000;36394000;;36394000;36394000
MCBS;10656490;USD;2021;FY;2021-12-31;2022-03-11;2024-03-11;25602075;25788781;137858000;-6929000;130929000;-48310000;82619000;;82619000;-20918000;61701000;;61701000;61701000
MCBS;10656490;USD;2022;FY;2022-12-31;2023-03-10;2025-03-10;25409654;25688696;137729000;2767000;140496000;-49279000;91217000;;91217000;-28615000;62602000;;62602000;62602000
MCBS;10656490;USD;2023;FY;2023-12-31;2024-03-11;2026-03-16;25205489;25518516;119683000;15000;119698000;-47726000;71972000;;71972000;-20359000;51613000;;51613000;51613000
MCBS;10656490;USD;2024;FY;2024-12-31;2025-03-10;2026-03-16;25283345;25582121;141209000;-516000;140693000;-53379000;87314000;;87314000;-22810000;64504000;;64504000;64504000
MFA;761717;USD;2020;FY;2020-12-31;2021-02-23;2023-02-24;28252063;28252063;163960000;;163960000;-97080000;66880000;;-679390000;;-679390000;;-679390000;-709186000
MFA;761717;USD;2021;FY;2021-12-31;2022-02-23;2024-02-22;28252063;28252063;381356000;44863000;426219000;-120187000;306032000;;328870000;;328870000;;328870000;295995000
MFA;761717;USD;2022;FY;2022-12-31;2023-02-24;2025-02-20;113008250;113008250;-95646000;2646000;-93000000;-164811000;-257811000;;-232432000;851000;-231581000;;-231581000;-264456000
MFA;761717;USD;2023;FY;2023-12-31;2024-02-22;2025-02-20;102215000;103578000;231441000;8853000;240294000;-168004000;72290000;;80442000;-278000;80164000;;80164000;47289000
MFA;761717;USD;2024;FY;2024-12-31;2025-02-20;2025-02-20;103489000;105102000;283470000;3084000;286554000;-170414000;116140000;;119694000;-443000;119251000;;119251000;86376000
MGI;6767807;USD;2020;FY;2020-12-31;2021-02-22;2023-02-24;77800000;77800000;564200000;;564200000;-461200000;103000000;-96900000;6100000;-14000000;-7900000;;-7900000;-7900000
MGI;6767807;USD;2021;FY;2021-12-31;2022-02-25;2023-02-24;89700000;89700000;599500000;;599500000;-525800000;73700000;-73200000;-43600000;5700000;-37900000;;-37900000;-37900000
MGI;6767807;USD;2022;FY;2022-12-31;2023-02-24;2023-02-24;96400000;100100000;619900000;;619900000;-526700000;93200000;-53400000;39800000;-5600000;34200000;;34200000;34200000
MLVF;1249732;USD;2021;FY;2021-09-30;2022-01-10;2022-12-27;7548958;7550766;31823000;-11176000;20647000;-20951000;-304000;;-304000;212000;-92000;;-92000;-92000
MLVF;1249732;USD;2022;FY;2022-09-30;2022-12-27;2022-12-27;7563648;7564212;31641000;;31641000;-22766000;8875000;;8875000;-1924000;6951000;;6951000;6951000
MNSB;10656674;USD;2020;FY;2020-12-31;2021-03-23;2022-03-23;8131334;8131334;53428000;-3610000;49818000;-30258000;19560000;;19560000;-3843000;15717000;;15717000;15082000
MNSB;10656674;USD;2021;FY;2021-12-31;2022-03-23;2023-03-23;7559310;7559310;59646000;1175000;60821000;-32865000;27956000;;27956000;-5785000;22171000;;22171000;20015000
MOFG;7962982;USD;2020;FY;2020-12-31;2021-03-11;2023-03-13;16102000;16110000;191584000;-28369000;163215000;-118393000;44822000;;13322000;-6699000;6623000;;6623000;6623000
MOFG;7962982;USD;2021;FY;2021-12-31;2022-03-10;2024-03-08;15876727;15905035;198734000;7336000;206070000;-116592000;89478000;;89478000;-19992000;69486000;;69486000;69486000
MOFG;7962982;USD;2022;FY;2022-12-31;2023-03-13;2025-03-11;16074000;16074000;213877000;-4492000;209385000;-132788000;76597000;;76597000;-15762000;60835000;;60835000;60835000
MOFG;7962982;USD;2023;FY;2023-12-31;2024-03-08;2025-03-11;15678045;15724842;162595000;-5849000;156746000;-131913000;24833000;;24833000;-3974000;20859000;;20859000;20859000
MOFG;7962982;USD;2024;FY;2024-12-31;2025-03-11;2025-03-11;17029837;17029837;69290000;-8782000;60508000;-144496000;-83988000;;-83988000;23699000;-60289000;;-60289000;-60289000
MS;86439;USD;2020;FY;2020-12-31;2021-02-26;2023-02-24;1603000000;1624000000;48757000000;-761000000;47996000000;-33578000000;14418000000;;14418000000;-3239000000;11179000000;;10996000000;10500000000
MS;86439;USD;2021;FY;2021-12-31;2022-02-24;2024-02-22;1751000000;1785000000;59755000000;-4000000;59751000000;-40083000000;19668000000;;19668000000;-4548000000;15120000000;;15034000000;14566000000
MSBI;7962854;USD;2023;FY;2023-12-31;2024-02-23;2026-03-02;22115869;22124402;363605000;-82560000;281045000;-193083000;87962000;;87962000;-26807000;61155000;;61155000;52242000
MSBI;7962854;USD;2024;FY;2024-12-31;2025-07-01;2026-03-02;21731689;21737958;375087000;-120332000;254755000;-199997000;54758000;;46900000;-8856000;38044000;;38044000;29131000
MTB;335339;USD;2020;FY;2020-12-31;2021-02-22;2023-02-22;128638000;128704000;5954761000;-800000000;5154761000;-3385240000;1769521000;;1769521000;-416369000;1353152000;;1353152000;1353152000
MTB;335339;USD;2021;FY;2021-12-31;2022-02-16;2024-02-21;128834125;128888000;5992000000;75000000;6067000000;-3612000000;2455000000;;2455000000;-596000000;1859000000;;1859000000;1859000000
MTB;335339;USD;2022;FY;2022-12-31;2023-02-22;2025-02-19;128673932;128812000;8179000000;-517000000;7662000000;-5050000000;2612000000;;2612000000;-620000000;1992000000;;1992000000;1992000000
MTB;335339;USD;2023;FY;2023-12-31;2024-02-21;2026-02-18;166361000;167002000;9643000000;-645000000;8998000000;-5379000000;3619000000;;3619000000;-878000000;2741000000;;2741000000;2741000000
MTB;335339;USD;2024;FY;2024-12-31;2025-02-19;2026-02-18;166479000;167319000;9279000000;-610000000;8669000000;-5359000000;3310000000;;3310000000;-722000000;2588000000;;2588000000;2588000000
MVBF;9075866;USD;2020;FY;2020-12-31;2021-03-09;2023-03-16;11821574;12088106;142677000;-16579000;126098000;-97141000;28957000;;46943000;-9532000;37411000;;37411000;36950000
MYFW;10656682;USD;2023;FY;2023-12-31;2024-03-15;2025-03-07;9541050;9725910;95063000;-10355000;84708000;-75637000;9071000;;7061000;-1836000;5225000;;5225000;5225000
MYFW;10656682;USD;2024;FY;2024-12-31;2025-03-07;2026-02-27;9649433;9755804;93003000;-1933000;91070000;-78492000;12578000;;11579000;-3106000;8473000;;8473000;8473000
NAVI;551008;USD;2020;FY;2020-12-31;2021-02-26;2023-02-24;193000000;195000000;1944000000;-155000000;1789000000;-964000000;825000000;;532000000;-120000000;412000000;;412000000;412000000
NAVI;551008;USD;2021;FY;2021-12-31;2022-02-25;2023-02-24;157000000;157000000;2147000000;61000000;2208000000;-1207000000;1001000000;;936000000;-219000000;717000000;;717000000;717000000
NBHC;6767721;USD;2020;FY;2020-12-31;2021-02-24;2023-02-28;30857086;31075857;333204000;-17630000;315574000;-206215000;109359000;;109397000;-20806000;88591000;;88591000;88591000
NBHC;6767721;USD;2021;FY;2021-12-31;2022-02-23;2024-02-27;30727566;31068159;297508000;9293000;306801000;-191830000;114971000;;114971000;-21365000;93606000;;93606000;93606000
NBHC;6767721;USD;2022;FY;2022-12-31;2023-02-28;2025-02-25;32360005;32680932;334147000;-36729000;297418000;-211234000;86184000;;86184000;-14910000;71274000;;71274000;71274000
NBHC;6767721;USD;2023;FY;2023-12-31;2024-02-27;2026-02-24;37937579;38111208;425868000;-8295000;417573000;-241971000;175602000;;175602000;-33554000;142048000;;142048000;142048000
NBTB;6767681;USD;2020;FY;2020-12-31;2021-03-01;2023-03-01;43676987;43988623;461954000;-51134000;410820000;-277733000;133087000;;133087000;-28699000;104388000;;104388000;104388000
NBTB;6767681;USD;2021;FY;2021-12-31;2022-03-01;2024-02-29;43385154;43718804;478882000;8257000;487139000;-287281000;199858000;;199858000;-44973000;154885000;;154885000;154885000
NBTB;6767681;USD;2022;FY;2022-12-31;2023-03-01;2025-02-28;43676987;43988623;517768000;-17147000;500621000;-304465000;196156000;;196156000;-44161000;151995000;;151995000;151995000
NBTB;6767681;USD;2023;FY;2023-12-31;2024-02-29;2026-02-27;44528000;44770000;520397000;-25274000;495123000;-341664000;153459000;;153459000;-34677000;118782000;;118782000;118782000
NBTB;6767681;USD;2024;FY;2024-12-31;2025-02-28;2026-02-27;47165000;47433000;576946000;-19607000;557339000;-377881000;179458000;;179458000;-38817000;140641000;;140641000;140641000
NCBS;6767733;USD;2020;FY;2020-12-31;2021-02-26;2023-02-24;10337000;10541000;191964000;-10300000;181664000;-99699000;81965000;;80945000;-20476000;60469000;;60122000;60122000
NCBS;6767733;USD;2021;FY;2021-12-31;2022-02-25;2024-02-28;10736000;11145000;221138000;-14900000;206238000;-123646000;82592000;;81122000;-20470000;60652000;;60652000;60652000
NCBS;6767733;USD;2022;FY;2022-12-31;2023-02-24;2025-02-25;13909299;14374931;294751000;-11500000;283251000;-158980000;124271000;;125737000;-31477000;94260000;;94260000;94260000
NCBS;6767733;USD;2023;FY;2023-12-31;2024-02-28;2026-02-27;14742675;15070579;310296000;-4990000;305306000;-185677000;119629000;;86632000;-25116000;61516000;;61516000;61516000
NCBS;6767733;USD;2024;FY;2024-12-31;2025-02-25;2026-02-27;15049225;15415822;346120000;-3850000;342270000;-191353000;150917000;;155129000;-31070000;124059000;;124059000;124059000
NRIM;9075878;USD;2023;FY;2023-12-31;2024-03-08;2026-03-06;22405884;22645840;129631000;-3842000;125789000;-94181000;31608000;;31608000;-6214000;25394000;;25394000;25394000
NRIM;9075878;USD;2024;FY;2024-12-31;2025-03-10;2026-03-06;22011188;22335932;155224000;-3293000;151931000;-104937000;46994000;;46994000;-10023000;36971000;;36971000;36971000
NTB;6767697;USD;2020;FY;2020-12-31;2021-02-23;2023-02-22;50509000;50850000;501458000;-8491000;492967000;-344594000;148373000;1222000;149595000;-2378000;147217000;;147217000;147217000
NTRS;407194;USD;2020;FY;2020-12-31;2021-02-23;2023-02-28;208319412;209007986;6100800000;-125000000;5975800000;-4348200000;1627600000;;1627600000;-418300000;1209300000;;1209300000;1153100000
NTRS;407194;USD;2021;FY;2021-12-31;2022-02-28;2024-02-27;207708000;208593000;6464500000;81500000;6546000000;-4535900000;2010100000;;2010100000;-464800000;1545300000;;1545300000;1503500000
NTRS;407194;USD;2022;FY;2022-12-31;2023-02-28;2025-02-24;208309000;208867000;6761200000;-12000000;6749200000;-4982900000;1766300000;;1766300000;-430300000;1336000000;;1336000000;1294200000
NTRS;407194;USD;2023;FY;2023-12-31;2024-02-27;2026-02-24;207248094;207563746;6773500000;-24500000;6749000000;-5284200000;1464800000;;1464800000;-357500000;1107300000;;1107300000;1065500000
NTRS;407194;USD;2024;FY;2024-12-31;2025-02-24;2026-02-24;201263646;201870105;8290400000;3000000;8293400000;-5633900000;2659500000;;2659500000;-628400000;2031100000;;2031100000;1989300000
NWBI;6767641;USD;2021;FY;2021-12-31;2022-02-25;2024-02-23;126181586;127009837;508382000;15788000;524170000;-345362000;178808000;;201124000;-46801000;154323000;;154323000;154323000
NWBI;6767641;USD;2022;FY;2022-12-31;2023-02-24;2025-02-25;126167892;126724093;530927000;-28315000;502612000;-323906000;178706000;;173692000;-40026000;133666000;;133666000;133666000
NWBI;6767641;USD;2023;FY;2023-12-31;2024-02-23;2026-02-25;126668671;126988172;547500000;-22874000;524626000;-344805000;179821000;;175078000;-40121000;134957000;;134957000;134957000
NWBI;6767641;USD;2024;FY;2024-12-31;2025-02-25;2026-02-25;127085446;127699501;521701000;-24505000;497196000;-362774000;134422000;;129546000;-29268000;100278000;;100278000;100278000
NWFL;9075852;USD;2020;FY;2020-12-31;2021-03-09;2022-03-11;7215311;7215311;58256000;-5450000;52806000;-32391000;20415000;;18366000;-3286000;15080000;;15080000;15080000
NWFL;9075852;USD;2021;FY;2021-12-31;2022-03-11;2023-03-17;8178000;8199000;73674000;-4200000;69474000;-38614000;30860000;;30860000;-5945000;24915000;;24915000;24915000
OBNK;7962622;USD;2020;FY;2020-12-31;2021-03-02;2023-02-22;23367221;23511952;256188000;-59900000;196288000;;196288000;;196288000;;196288000;;196288000;196288000
OBNK;7962622;USD;2021;FY;2021-12-31;2022-02-23;2024-02-28;23431504;23608586;278445000;10765000;289210000;;289210000;;289210000;;289210000;;289210000;289210000
OBT;12442270;USD;2020;FY;2020-12-31;2021-03-30;2022-03-30;8977204;8977204;60162000;-5413000;54749000;-40231000;14518000;;14518000;-2839000;11679000;;11679000;11679000
OBT;12442270;USD;2021;FY;2021-12-31;2022-03-30;2023-03-24;9937384;9937384;72563000;-2428000;70135000;-43458000;26677000;;26677000;-5390000;21287000;;21287000;21287000
OCFC;7962616;USD;2020;FY;2020-12-31;2021-03-01;2023-02-24;59919000;60072000;386877000;-59404000;327473000;-230484000;96989000;;81042000;-17733000;63309000;;63309000;63309000
OFED;9075988;USD;2021;FY;2021-06-30;2021-09-21;2022-09-20;5562009;5611095;16850000;;16850000;-11721000;5129000;;5129000;-1064000;4065000;;4065000;4065000
OFED;9075988;USD;2022;FY;2022-06-30;2022-09-20;2022-09-20;5578186;5582931;16963000;;16963000;-11891000;5072000;;5072000;-973000;4099000;;4099000;4099000
OMF;687414;USD;2020;FY;2020-12-31;2021-02-09;2023-02-10;134716012;134919258;3859000000;-1319000000;2540000000;-1524000000;1016000000;;977000000;-247000000;730000000;;730000000;730000000
OMF;687414;USD;2021;FY;2021-12-31;2022-02-11;2024-02-13;131453207;132900000;3926000000;-593000000;3333000000;-1561000000;1772000000;;1741000000;-427000000;1314000000;;1314000000;1314000000
OMF;687414;USD;2022;FY;2022-12-31;2023-02-10;2025-02-07;122211896;124400000;4049000000;-1402000000;2647000000;-1528000000;1119000000;;1155000000;-283000000;872000000;;872000000;872000000
OMF;687414;USD;2023;FY;2023-12-31;2024-02-13;2026-02-06;120382227;120629590;4109000000;-1721000000;2388000000;-1600000000;788000000;;840000000;-199000000;641000000;;641000000;641000000
OMF;687414;USD;2024;FY;2024-12-31;2025-02-07;2026-02-06;119659278;120119983;4361000000;-2040000000;2321000000;-1643000000;678000000;;667000000;-158000000;509000000;;509000000;509000000
ONB;6481068;USD;2020;FY;2020-12-31;2021-02-10;2023-02-22;165509000;166177000;835368000;-42879000;792489000;-536933000;255556000;;255556000;-29147000;226409000;;226409000;226409000
ONB;6481068;USD;2021;FY;2021-12-31;2022-02-10;2024-02-22;165178000;165929000;810619000;29622000;840241000;-501379000;338862000;;338862000;-61324000;277538000;;277538000;277538000
OPBK;9075972;USD;2020;FY;2020-12-31;2021-03-15;2023-03-16;15196351;15223888;56135000;-5961000;50174000;-30605000;19569000;;18234000;-5107000;13127000;;13127000;13127000
OPBK;9075972;USD;2021;FY;2021-12-31;2022-03-18;2024-03-29;15087686;15155347;77043000;-522000;76521000;-32975000;43546000;;40656000;-11816000;28840000;;28840000;28840000
OPBK;9075972;USD;2022;FY;2022-12-31;2023-03-16;2025-03-28;15171240;15231418;94530000;-2976000;91554000;-41437000;50117000;;46724000;-13414000;33310000;;33310000;33310000
OPBK;9075972;USD;2023;FY;2023-12-31;2024-03-29;2026-03-13;15149597;15158857;82868000;-1651000;81217000;-45326000;35891000;;33491000;-9573000;23918000;;23918000;23918000
OPY;505723;USD;2020;FY;2020-12-31;2021-03-01;2023-02-28;12642576;13217335;1182987000;;1182987000;-1013987000;169000000;;169000000;-46014000;122986000;;122986000;122986000
ORRF;9075908;USD;2020;FY;2020-12-31;2021-03-15;2023-03-16;10942000;11034000;111916000;-5325000;106591000;-73256000;33335000;;32511000;-6048000;26463000;;26463000;26463000
OSBC;7962790;USD;2020;FY;2020-12-31;2021-03-08;2023-03-09;29623333;30174072;129238000;-10413000;118825000;-81417000;37408000;;37408000;-9583000;27825000;;27825000;27825000
OSBC;7962790;USD;2021;FY;2021-12-31;2022-03-10;2024-03-07;30208663;30737862;135975000;-4326000;131649000;-103782000;27867000;;27867000;-7823000;20044000;;20044000;20044000
OSBC;7962790;USD;2022;FY;2022-12-31;2023-03-09;2025-03-06;44526655;45213088;249272000;-6550000;242722000;-151173000;91549000;;91549000;-24144000;67405000;;67405000;67405000
OSBC;7962790;USD;2023;FY;2023-12-31;2024-03-07;2026-02-26;44663722;45395010;286110000;-16501000;269609000;-145201000;124408000;;124408000;-32679000;91729000;;91729000;91729000
OSBC;7962790;USD;2024;FY;2024-12-31;2025-03-06;2026-02-26;44828290;45639351;285454000;-12750000;272704000;-159748000;112956000;;112956000;-27692000;85264000;;85264000;85264000
OVBC;9075992;USD;2020;FY;2020-12-31;2021-03-24;2022-03-17;4787446;4787446;51420000;-2980000;48440000;-36133000;12307000;;12307000;-2048000;10259000;;10259000;10259000
OVBC;9075992;USD;2021;FY;2021-12-31;2022-03-17;2023-03-23;4780609;4780609;50877000;419000;51296000;-37280000;14016000;;14016000;-2284000;11732000;;11732000;11732000
OVBC;9075992;USD;2022;FY;2022-12-31;2023-03-23;2023-03-23;4793925;4793925;54940000;32000;54972000;-39040000;15932000;;15932000;-2594000;13338000;;13338000;13338000
OVLY;9075882;USD;2021;FY;2021-12-31;2022-03-31;2023-03-29;8127861;8168500;54261000;635000;54896000;-33219000;21677000;;21677000;-5340000;16337000;;16337000;16337000
PACW;537548;USD;2020;FY;2020-12-31;2021-02-26;2023-02-27;116853000;116853000;1160618000;-339000000;821618000;-512959000;308659000;;-1162401000;-75173000;-1237574000;;-1237574000;-1237574000
PACW;537548;USD;2021;FY;2021-12-31;2022-02-28;2023-02-27;117263000;117263000;1297751000;162000000;1459751000;-628002000;831749000;;822334000;-215375000;606959000;;606959000;606959000
PACW;537548;USD;2022;FY;2022-12-31;2023-02-27;2023-02-27;117263000;117263000;1365589000;-24500000;1341089000;-738818000;602271000;;567568000;-143955000;423613000;;423613000;404274000
PBCT;335764;USD;2020;FY;2020-12-31;2021-03-01;2022-03-01;420300000;422600000;1992600000;-155800000;1836800000;-1211100000;625700000;;348600000;-129000000;219600000;;219600000;205500000
PBCT;335764;USD;2021;FY;2021-12-31;2022-03-01;2022-03-01;418285714;425450000;1892700000;48300000;1941000000;-1183800000;757200000;;757200000;-152300000;604900000;;604900000;590800000
PBFS;11819998;USD;2021;FY;2021-06-30;2021-09-28;2022-09-23;25067550;25067550;57567000;-4050000;53517000;-46357000;7160000;;2660000;-1583000;1077000;;1077000;1077000
PBFS;11819998;USD;2022;FY;2022-06-30;2022-09-23;2023-09-26;25131195;25131195;56452000;550000;57002000;-42464000;14538000;;13338000;-3059000;10279000;;10279000;10279000
PBFS;11819998;USD;2023;FY;2023-06-30;2023-09-26;2025-03-12;25169382;25169382;79689000;;79689000;-51834000;27855000;;27855000;-5907000;21948000;;21948000;21948000
PBFS;11819998;USD;2024;FY;2024-06-30;2024-09-25;2025-03-12;25193848;25223114;82843000;-2700000;80143000;-60734000;19409000;;19409000;-4149000;15260000;;15260000;15260000
PBIP;9076206;USD;2021;FY;2021-09-30;2021-12-17;2021-12-17;7769387;7769387;26878000;-200000;26678000;-17629000;9049000;;9049000;-1269000;7780000;;7780000;7780000
PCB;10656634;USD;2020;FY;2020-12-31;2021-03-11;2023-03-09;15384231;15448892;77929000;-13219000;64710000;-41699000;23011000;;23011000;-6836000;16175000;;16175000;16175000
PCB;10656634;USD;2021;FY;2021-12-31;2022-03-04;2024-03-12;15017637;15253820;95571000;4596000;100167000;-43208000;56959000;;56959000;-16856000;40103000;;40103000;40103000
PCB;10656634;USD;2022;FY;2022-12-31;2023-03-09;2025-03-13;14822018;15065175;104131000;-3602000;100529000;-51126000;49403000;;49403000;-14416000;34987000;;34987000;34987000
PCB;10656634;USD;2023;FY;2023-12-31;2024-03-12;2026-03-16;14301691;14417938;99187000;132000;99319000;-56057000;43262000;;43262000;-12557000;30705000;;30705000;30705000
PCB;10656634;USD;2024;FY;2024-12-31;2025-03-13;2026-03-16;14242057;14342361;99710000;-3401000;96309000;-60023000;36286000;;36286000;-10476000;25810000;;25810000;24976000
PCSB;9076191;USD;2021;FY;2021-06-30;2021-09-10;2022-09-09;14846786;14847579;49839000;673000;50512000;-34754000;15758000;;15758000;-3334000;12424000;;12424000;12424000
PCSB;9076191;USD;2022;FY;2022-06-30;2022-09-09;2022-09-09;14232855;14289020;56258000;-772000;55486000;-35401000;20085000;;18833000;-3954000;14879000;;14879000;14879000
PDLB;10656652;USD;2020;FY;2020-12-31;2021-03-31;2023-03-21;16744561;16791443;51040000;-2443000;48597000;-47539000;1058000;;5235000;-1382000;3853000;;3853000;3853000
PEBK;9075966;USD;2020;FY;2020-12-31;2021-03-19;2023-03-17;5657025;5821622;67036000;-4259000;62777000;-48931000;13846000;;13846000;-2489000;11357000;;11357000;11357000
PEBK;9075966;USD;2021;FY;2021-12-31;2022-03-18;2023-03-17;5576099;5748865;68893000;1163000;70056000;-51127000;18929000;;18929000;-3796000;15133000;;15133000;15133000
PEBK;9075966;USD;2022;FY;2022-12-31;2023-03-17;2023-03-17;5824103;5824103;77797000;-1472000;76325000;-56030000;20295000;;20295000;-4172000;16123000;;16123000;16123000
PEBO;7962664;USD;2020;FY;2020-12-31;2021-03-01;2023-02-27;19721772;19843806;202595000;-26254000;176341000;-133695000;42646000;;42646000;-7879000;34767000;;34767000;34767000
PEBO;7962664;USD;2021;FY;2021-12-31;2022-03-15;2024-02-28;21816511;21959883;241438000;-731000;240707000;-183737000;56970000;;56970000;-9415000;47555000;;47555000;47555000
PEBO;7962664;USD;2022;FY;2022-12-31;2023-02-27;2025-02-27;27908022;27999602;332278000;3510000;335788000;-207147000;128641000;;128641000;-27349000;101292000;;101292000;101292000
PEBO;7962664;USD;2023;FY;2023-12-31;2024-02-28;2026-02-26;32533086;32760808;426787000;-15174000;411613000;-266487000;145126000;;145126000;-31763000;113363000;;113363000;113363000
PEBO;7962664;USD;2024;FY;2024-12-31;2025-02-27;2026-02-26;34779548;35147354;448067000;-24787000;423280000;-273816000;149464000;;149464000;-32259000;117205000;;117205000;117205000
PFBI;9076313;USD;2020;FY;2020-12-31;2021-03-22;2021-03-22;14555556;14886364;76104000;-3450000;72654000;-43905000;28749000;;28749000;-6311000;22438000;;22438000;22438000
PFC;11795302;USD;2021;FY;2021-12-31;2022-03-01;2024-02-28;37183186;37183186;306695000;7052000;313747000;-153245000;160502000;;156423000;-30372000;126051000;;126051000;126051000
PFIS;9075782;USD;2020;FY;2020-12-31;2021-03-16;2023-03-15;7304956;7337843;96443000;-7400000;89043000;-54868000;34175000;;34175000;-4821000;29354000;;29354000;29354000
PFIS;9075782;USD;2021;FY;2021-12-31;2022-03-16;2024-03-15;7196160;7235303;98118000;-1750000;96368000;-55214000;41154000;;53517000;-9998000;43519000;;43519000;43519000
PFIS;9075782;USD;2022;FY;2022-12-31;2023-03-15;2025-03-28;7172501;7207565;107594000;449000;108043000;-63155000;44888000;;45366000;-7276000;38090000;;38090000;38090000
PFIS;9075782;USD;2023;FY;2023-12-31;2024-03-15;2026-03-16;7151471;7151471;100887000;-566000;100321000;-67820000;32501000;;32501000;-5121000;27380000;;27380000;27380000
PFIS;9075782;USD;2024;FY;2024-12-31;2025-03-28;2026-03-16;8586035;8586035;134325000;-19131000;115194000;-106726000;8468000;;8468000;30000;8498000;;8498000;8498000
